question,answer
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '27℃', '지상 10층, 지하 1층'입니다. 인적사고 '물체에 맞음'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '해체 및 철거공사' 작업에서 사고객체 '건설자재'(중분류: '덕트')와 관련된 사고가 발생했습니다. 작업 프로세스는 '해체작업'이며, 장소는 '의료시설 / 내부', 부위는 '덕트 / 상부(위)' 입니다. 사고 원인은 '작업자의 불안전한 행동(덕트를 놓침)'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","안전보건교육 실시와 함께 기술적, 교육적, 관리적 이행계획 수립."
"사고인지 시간 '정규작업 -'이고, 날씨 '흐림' 일 때 기온 '23℃', '지상 4층, 지하 1층'입니다. 인적사고 '떨어짐(2미터 미만)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '가설공사' 작업에서 사고객체 '가시설'(중분류: '거푸집')와 관련된 사고가 발생했습니다. 작업 프로세스는 '설치작업'이며, 장소는 '공동주택 / 내부', 부위는 '거푸집 / 옆' 입니다. 사고 원인은 '안전의식 부주의  , 작업 전 우마 상태 점검'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",우마 사용 전 고정상태 확인 및 사고사례 전파를 통한 교육 실시.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '269℃', '지상 20층, 지하 2층'입니다. 인적사고 '넘어짐(기타)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '건설자재'(중분류: '데크플레이트')와 관련된 사고가 발생했습니다. 작업 프로세스는 '이동'이며, 장소는 '공동주택 / 지하주차장', 부위는 '데크플레이트 / 상부(위)' 입니다. 사고 원인은 '데크플레이트 상부 이동통로 미확보'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",데크플레이트 상부 이동통로 확보를 위한 발판 설치.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '29℃', '지상 2층, 지하 29층'입니다. 인적사고 '넘어짐(미끄러짐)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '전기설비', 중분류 '전기설비공사' 작업에서 사고객체 '가시설'(중분류: '작업발판')와 관련된 사고가 발생했습니다. 작업 프로세스는 '이동'이며, 장소는 '공동주택 / 내부', 부위는 '작업발판 / 옆' 입니다. 사고 원인은 '2023년 09월 01일(금) 15:00분경 전기공이 지하 전기실 트레이 설치 작업을 위해 이동식틀비계에서 수직승강로를 이용하여 내려오던중 미끄러지면서 지면에 발을 내딛으면서 충격으로 인해 오른쩍 발뒤꿈치가 골절된 사고임.'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",이동식틀비계 수직승강로를 이용하여 내려오거나 올라갈 시 내딛는 사다를 확인 후 이동하는 재발 방지 대책과 향후 조치 계획.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '28℃', '지상 2층, 지하 29층'입니다. 인적사고 '부딪힘'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '기타', 중분류 '기타' 작업에서 사고객체 '기타'(중분류: '작업대차')와 관련된 사고가 발생했습니다. 작업 프로세스는 '이동'이며, 장소는 '공동주택 / 내부', 부위는 '작업대차 / 212동 호이스트카 내부' 입니다. 사고 원인은 '2023년 08월 31일(목) 16:40분경 설비공이 작업종료후 호이스트카에 탑승하여 1층으로 내려가던중 같이 탑승하고 있던 타 근로자 작업용 소운반 전동카가 살짝 밀리면서 재해자의 왼쪽발등에 부딛히면서 발생된 사고'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",구름의 위험이 있는 파레트카 운반 시 구름방지조치 실시와 재해 발생 후 병원 진료 및 사실보고 실시.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '28℃', '지상 6층, 지하 2층'입니다. 인적사고 '절단, 베임'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '지붕 및 홈통공사' 작업에서 사고객체 '건설자재'(중분류: '천정패널')와 관련된 사고가 발생했습니다. 작업 프로세스는 '설치작업'이며, 장소는 '운동시설 / 지붕', 부위는 '천정패널 / 상부(위)' 입니다. 사고 원인은 '패널의 날카로운 부분을 미보양한 상태에서 작업자가 설치를 위해 이동중에 미보양 되어있는 부위에 무릎을 베임'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",지붕 패널 등 날카로운 부위 보호대 설치와 관리책임자 및 공종시공자에 대한 매일 TBM시간 활용 안전교육 및 별도 안전교육 2시간 실시.
"사고인지 시간 '기타 -'이고, 날씨 '맑음' 일 때 기온 '28℃', '-'입니다. 인적사고 '질병'이고, 물적사고'없음' 입니다. 공사종류 대분류 '토목', 중분류 '교량' 공사 중 공종 대분류 '토목', 중분류 '교량공사' 작업에서 사고객체 '질병'(중분류: '질병')와 관련된 사고가 발생했습니다. 작업 프로세스는 '해체작업'이며, 장소는 '도로교량 / 질병', 부위는 '질병 / 질병' 입니다. 사고 원인은 '업무상질병판정위원회 승인통보(23.08.31),악성중피종'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",악성중피종의 주 발생원인인 석면 철거공정이 없는 당현장에서 이의제기 여부 검토 중인 상황.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '33℃', '지상 11층, 지하 7층'입니다. 인적사고 '물체에 맞음'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철골공사' 작업에서 사고객체 '건설자재'(중분류: '자재')와 관련된 사고가 발생했습니다. 작업 프로세스는 '설치작업'이며, 장소는 '업무시설 / 내부', 부위는 '자재 / 고소' 입니다. 사고 원인은 '수직면상의 상,하 동시작업 실시'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","작업 중 물체가 떨어지거나 날아올 위험이 있는 경우 해당구간의 출입금지구역 설정, 수직면상의 상하 동시작업 금지, 관련 공종 전 근로자 특별교육 및 사고사례 전파를 통한 재발 방지 대책 마련."
"사고인지 시간 '기타 -'이고, 날씨 '강우' 일 때 기온 '25℃', '지상 2층, 지하 2층'입니다. 인적사고 '질병'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '건설자재'(중분류: '철근')와 관련된 사고가 발생했습니다. 작업 프로세스는 '설치작업'이며, 장소는 '문화 및 집회시설 / 인접주변', 부위는 '철근 / 소음' 입니다. 사고 원인은 '청력에 대한 과거력(50년간 철근작업을 하면서 소음에 노출된 병력이 있음)'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","2022년 하반기 및 2023년 상반기 작업환경측정 결과 소음 및 진동이 양호하다는 의견을 받았으나, 근로자 청력 보호를 위한 귀마개 제공과 유사사고 사전 방지를 위한 안전교육 시행 노력이 필요함."
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '30℃', '지상 28층, 지하 3층'입니다. 인적사고 '물체에 맞음'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '건설자재'(중분류: '자재')와 관련된 사고가 발생했습니다. 작업 프로세스는 '운반작업'이며, 장소는 '공동주택 / 외부', 부위는 '자재 / 상부(위)' 입니다. 사고 원인은 '2023년 8월 30일 오후 13시 15분 경 106 동 지하 3층 주차장 가설 도로에서 중량 85kg의 리프트를 106 동 앞 지상 1층 주차장 바닥으로 운반 작업을 위해 동료 4명과 5인 1조로 리프트를 들어 올리는 순간 재해자 쪽으로 리프트가 기울어져 넘어지면서 운반을 위해 사용하던 각 파이프가 왼쪽 무릎 위를 가격하면서 발생한 사고'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",사고 재발 방지를 위한 재해 원인 분석 및 재발 방지 대책 수립.
"사고인지 시간 '연장근무 -'이고, 날씨 '강우' 일 때 기온 '23℃', '지상 9층, 지하 2층'입니다. 인적사고 '넘어짐(미끄러짐)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '가설공사' 작업에서 사고객체 '건설자재'(중분류: '파이프서포트')와 관련된 사고가 발생했습니다. 작업 프로세스는 '정리작업'이며, 장소는 '창고시설 / 내부', 부위는 '파이프서포트 / 바닥' 입니다. 사고 원인은 '작업자 부주의에 의한 미끄러짐 사고'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",안전수칙 준수와 작업자 주의 기울임.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '28℃', '-'입니다. 인적사고 '감전'이고, 물적사고'없음' 입니다. 공사종류 대분류 '산업환경설비', 중분류 '발전시설' 공사 중 공종 대분류 '기계설비', 중분류 '기계설비공사' 작업에서 사고객체 '건설공구'(중분류: '공구류')와 관련된 사고가 발생했습니다. 작업 프로세스는 '기타'이며, 장소는 '/ 외부', 부위는 '공구류 / 바닥' 입니다. 사고 원인은 'TANK 외부 그라인더 작업 중 재해자 허벅지와 철판이 닿으면서 감전사고 발생'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","전기 공동구 사용 전 피복 손상 여부 확인, 손상된 피복의 보강 또는 폐기 조치, 작업선 정리정돈 및 작업 도중 피복 손상 위험 방지."
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '30℃', '-'입니다. 인적사고 '넘어짐(기타)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '토목', 중분류 '터널' 공사 중 공종 대분류 '토목', 중분류 '터널공사' 작업에서 사고객체 '가시설'(중분류: '거푸집')와 관련된 사고가 발생했습니다. 작업 프로세스는 '설치작업'이며, 장소는 '도로터널 / 내부', 부위는 '거푸집 / 라이닝거푸집 내부' 입니다. 사고 원인은 '신원1터널 라이닝 콘크리트 타설전 스피커용 Pull BoX가 틀어지지 않도록 라이닝거푸집에 고정작업을 하던 중 철선이 파단되면서 작업자가 넘어짐'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",라이닝폼 내부 생명줄 설치와 안전고리 체결을 통한 위험성 평가 반영 및 재발 방지 대책 마련.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '31℃', '-'입니다. 인적사고 '질병'이고, 물적사고'없음' 입니다. 공사종류 대분류 '토목', 중분류 '상하수도' 공사 중 공종 대분류 '토목', 중분류 '관공사' 작업에서 사고객체 '질병'(중분류: '질병')와 관련된 사고가 발생했습니다. 작업 프로세스는 '운반작업'이며, 장소는 '하수도 / 외부', 부위는 '질병 / 급성심장사' 입니다. 사고 원인은 '급성심장사(병사, 시체검안서 참고)'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",재발 방지 대책과 향후 조치 계획이 모두 해당 사항 없음.
"사고인지 시간 '정규작업 -'이고, 날씨 '흐림' 일 때 기온 '28℃', '지상 2층, 지하 0층'입니다. 인적사고 '떨어짐(5미터 이상 ~ 10미터 미만)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '해체 및 철거공사' 작업에서 사고객체 '시설물'(중분류: '건물')와 관련된 사고가 발생했습니다. 작업 프로세스는 '해체작업'이며, 장소는 '교육연구시설 / 내부', 부위는 '건물 / 고소' 입니다. 사고 원인은 '2명이 5.2m높이의 비계위에서 송풍기 철거후 도르레를 이용하여  바닥으로 내리는 작업중 중심을 잃고 추락함'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","체육관 엘리베이터 깊이가 얕아 자동리프트 장비가 들어갈 수 없어 비계 설치와 대형 크레인을 이용한 벽면 작업 진행, 현장 정리 후 비계 철거 및 미철거된 벽의 부착물 철거 중지 결정."
"사고인지 시간 '정규작업 -'이고, 날씨 '흐림' 일 때 기온 '27℃', '-'입니다. 인적사고 '물체에 맞음'이고, 물적사고'없음' 입니다. 공사종류 대분류 '토목', 중분류 '도로' 공사 중 공종 대분류 '토목', 중분류 '말뚝공사' 작업에서 사고객체 '기타'(중분류: '비산물')와 관련된 사고가 발생했습니다. 작업 프로세스는 '항타 및 항발작업'이며, 장소는 '도로 / 외부', 부위는 '비산물 / 점토' 입니다. 사고 원인은 '항타기와 8m이상 이격된 위치에서 근로자가 연결부에 묻혀있던 점토가 낙하 후 이동용 철판에 충돌 후 근로자 타격'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","항타기와 근로자 이격거리 12m 이상 확보, 오거와 케이싱 연결부에 방호선반 설치 등 재발 방지 대책 확인."
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '30℃', '-'입니다. 인적사고 '넘어짐(미끄러짐)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '토목', 중분류 '기타' 공사 중 공종 대분류 '토목', 중분류 '항만공사' 작업에서 사고객체 '기타'(중분류: '기타')와 관련된 사고가 발생했습니다. 작업 프로세스는 '기타'이며, 장소는 '간척매립 / 2공구', 부위는 '기타 / 산업No.1' 입니다. 사고 원인은 '장비(불도저) 작업 종료후 점검을 위해 한손에 그리스를 들고 내려오다 균형을 잃고 넘어짐'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",장비 승하강 시 물건을 파지하지 않고 안정적인 자세로 이동하는 방안.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '34℃', '지상 49층, 지하 3층'입니다. 인적사고 '물체에 맞음'이고, 물적사고'충돌' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '가설공사' 작업에서 사고객체 '가시설'(중분류: '거푸집')와 관련된 사고가 발생했습니다. 작업 프로세스는 '설치작업'이며, 장소는 '공동주택 / 내부', 부위는 '거푸집 / 바닥' 입니다. 사고 원인은 '가설 고정 작업중 못 파편 비산에 따라 사고발생'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",주변환경 정리 및 사전교육 철저.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '30℃', '지상 2층, 지하 29층'입니다. 인적사고 '찔림'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '건설자재'(중분류: '철근')와 관련된 사고가 발생했습니다. 작업 프로세스는 '타설작업'이며, 장소는 '공동주택 / 내부', 부위는 '철근 / 바닥' 입니다. 사고 원인은 '- 근로자들끼리 의사소통 미흡'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",철근 찔림 위험 구간에 대한 철근캡 보양.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '27℃', '지상 15층, 지하 6층'입니다. 인적사고 '물체에 맞음'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '건설자재'(중분류: '자재')와 관련된 사고가 발생했습니다. 작업 프로세스는 '타설작업'이며, 장소는 '업무시설 / 내부', 부위는 '자재 / 바닥' 입니다. 사고 원인은 '타설작업 중 타설용 배관을 옮기려던 중 배관을 손에서 놓쳐 좌측 무릎 위에 맞고 떨어짐.'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",수레 및 핸드자키를 이용한 배관 이동과 자재 사이즈 및 무게 확인을 통한 작업방법 결정.
"사고인지 시간 '정규작업 -'이고, 날씨 '흐림' 일 때 기온 '27℃', '지상 25층, 지하 2층'입니다. 인적사고 '절단, 베임'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '건설공구'(중분류: '공구류')와 관련된 사고가 발생했습니다. 작업 프로세스는 '절취작업'이며, 장소는 '공동주택 / 내부', 부위는 '공구류 / 바닥' 입니다. 사고 원인은 '층간 차음제 제단 작업 중 작업자의 부주의로 우측 검지 베임'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",작업자의 단순과실로 인한 재발 방지 대책 및 향후 조치 계획의 부재.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '30℃', '-'입니다. 인적사고 '깔림'이고, 물적사고'없음' 입니다. 공사종류 대분류 '토목', 중분류 '하천' 공사 중 공종 대분류 '토목', 중분류 '하천공사' 작업에서 사고객체 '토사 및 암반'(중분류: '절토사면')와 관련된 사고가 발생했습니다. 작업 프로세스는 '설치작업'이며, 장소는 '제방(통관/호안) / 내부', 부위는 '절토사면 / 하부(아래)' 입니다. 사고 원인은 '터파기 도중 토사가 붕괴되어 근로자 부상'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",1회 절토구간 축소를 통한 사면 붕괴 최소화.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '25℃', '-'입니다. 인적사고 '끼임'이고, 물적사고'없음' 입니다. 공사종류 대분류 '토목', 중분류 '하천' 공사 중 공종 대분류 '토목', 중분류 '철근콘크리트공사' 작업에서 사고객체 '건설자재'(중분류: '철근')와 관련된 사고가 발생했습니다. 작업 프로세스는 '운반작업'이며, 장소는 '배수펌프장 / 외부', 부위는 '철근 / 바닥' 입니다. 사고 원인은 '철근 하역 작업중 철근다발이 가시설판넬 상부에 걸려 빼려고 하는 순간 크레인기사와 신호수간 수신호가 맞지 않아 발생'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",크레인 및 카고크레인 양중 안전교육 강화 방안.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '32℃', '지상 47층, 지하 5층'입니다. 인적사고 '물체에 맞음'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '건설자재'(중분류: '자재')와 관련된 사고가 발생했습니다. 작업 프로세스는 '타설작업'이며, 장소는 '공동주택 / 내부', 부위는 '자재 / 바닥' 입니다. 사고 원인은 '콘크리트 타설중 막힌 타설용 배관을 뚫으려고 압력을 가해놓고 망치로 두드리며 확인중 배관이 파손되며 쏟아지는 골재(콘크리트)에 죄측 다리부분을 다침'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",타설작업중 배관주변 접근금지 및 사전 사고예방 교육 실시
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '30℃', '-'입니다. 인적사고 '기타'이고, 물적사고'없음' 입니다. 공사종류 대분류 '토목', 중분류 '도로' 공사 중 공종 대분류 '토목', 중분류 '토공사' 작업에서 사고객체 '기타'(중분류: '기타')와 관련된 사고가 발생했습니다. 작업 프로세스는 '기타'이며, 장소는 '도로 / 외부', 부위는 '기타 / 바닥' 입니다. 사고 원인은 '암 운반 차량 신호수가 근무장소인 파라솔에서 불명의 이유로 8m정도 떨어진 집수정으로 이동, 집수정의 덮개(합판)를 밟는순간 부셔지면서 우측발이 빠졌고, 좌측 무릎이 접히면서 인대에 손상을 입음'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","사고 관련 안전교육 실시, 현장 덮개 철재로 교체, 현장 내 유사 상황의 집수정 전수조사 및 조치 예정."
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '34℃', '-'입니다. 인적사고 '기타'이고, 물적사고'없음' 입니다. 공사종류 대분류 '토목', 중분류 '도로' 공사 중 공종 대분류 '토목', 중분류 '터널공사' 작업에서 사고객체 '기타'(중분류: '기타')와 관련된 사고가 발생했습니다. 작업 프로세스는 '기타'이며, 장소는 '도로 / 외부', 부위는 '기타 / 토목현장 노면' 입니다. 사고 원인은 '08.08 당일 최초 현장에 출역한 재해자가 작업개시 후 2시간도 안 돼 개인질병으로 쓰러진 것으로 판단 됨 (시공사가 한국병원 방문하여 의사 소견 등 청취 중)'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","최초 출역 근로자 안전교육 시 작업 중 근로자 상태를 면밀히 확인하고, 심각한 기저질환자는 혹서기에 출역금지 조치를 실시하며, 목포 한국병원 담당 의사 소견을 청취한 후 질병코드가 기재된 진단서를 발급받아 그에 따른 대응을 예정하는 조치."
"사고인지 시간 '작업 전 -'이고, 날씨 '맑음' 일 때 기온 '33℃', '지상 8층, 지하 2층'입니다. 인적사고 '넘어짐(기타)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '가설공사' 작업에서 사고객체 '가시설'(중분류: '작업발판')와 관련된 사고가 발생했습니다. 작업 프로세스는 '운반작업'이며, 장소는 '창고시설 / 외부', 부위는 '작업발판 / 호이스트 경사로' 입니다. 사고 원인은 '자재를 가지러 이동하던 중 경사로 발판의 단차부위를 인식하지 못하고발이 걸려 넘어짐'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",날카로운 부위 보양 조치와 발걸림 위치 식별 표시를 포함한 교육 실시 및 향후 조치 계획.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '29℃', '지상 29층, 지하 4층'입니다. 인적사고 '물체에 맞음'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '기계설비', 중분류 '기계설비공사' 작업에서 사고객체 '부재'(중분류: '배관')와 관련된 사고가 발생했습니다. 작업 프로세스는 '설비작업'이며, 장소는 '공동주택 / 내부', 부위는 '배관 / 지하주차장 소방배관' 입니다. 사고 원인은 '작업자 부주의 : 수압 TEST중 누수 발생시 배관 드레인 및 압력계를 통한 배관내 잔여 압력 확인하여 안전상태 확보 후 수리 하여야 하나, 미확인 상태에서 수리를 시도 함.'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","각종 배관류의 수압 TEST 중 누수 발생 시 배관 드레인 및 압력계 확인 후 누수 원인 제거와 휴업예상일수 4주에 따른 산업재해보상보험 처리, 현장 내 동일 공종 작업자 특별안전교육 실시 및 동종재해 재발 방지 협의체 회의 실시를 통한 재발 방지 대책 마련."
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '2℃', '지상 1층, 지하 0층'입니다. 인적사고 '부딪힘'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '토목', 중분류 '토공사' 작업에서 사고객체 '건설기계'(중분류: '굴착기')와 관련된 사고가 발생했습니다. 작업 프로세스는 '반출작업'이며, 장소는 '공장 / 외부', 부위는 '굴착기 / 상부(위)' 입니다. 사고 원인은 '높은 기온, 장비기사의 집중력 저하, 재해자의 장비 작업반경 부주의'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",신호수와 장비기사의 안전교육 철저.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '33℃', '지상 9층, 지하 2층'입니다. 인적사고 '떨어짐(2미터 미만)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '토목', 중분류 '토공사' 작업에서 사고객체 '가시설'(중분류: '흙막이가시설')와 관련된 사고가 발생했습니다. 작업 프로세스는 '용접작업'이며, 장소는 '근린생활시설 / 내부', 부위는 '흙막이가시설 / 고소' 입니다. 사고 원인은 '현장 내 전선 정리하던 중 H-BEAM에 올라가면서 전선 정리중에 H-BEAM에 미끄러져 H-BEAM과 충돌'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",불안전한 행동 금지요령 및 특별교육 실시.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '30℃', '지상 29층, 지하 2층'입니다. 인적사고 '절단, 베임'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '방수공사' 작업에서 사고객체 '건설공구'(중분류: '공구류')와 관련된 사고가 발생했습니다. 작업 프로세스는 '절단작업'이며, 장소는 '공동주택 / 내부', 부위는 '공구류 / 지하' 입니다. 사고 원인은 '작업자의 불안전한 행동'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","근로자 및 관리감독자 교육 강화와 당일 16:30 병원 이송, 8.5 정밀검사, 8.7 봉합수술 및 입원으로 구성된 조치 계획."
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '305℃', '지상 7층, 지하 2층'입니다. 인적사고 '부딪힘'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '가설공사' 작업에서 사고객체 '가시설'(중분류: '시스템동바리')와 관련된 사고가 발생했습니다. 작업 프로세스는 '해체작업'이며, 장소는 '교육연구시설 / 내부', 부위는 '시스템동바리 / 고소' 입니다. 사고 원인은 '시스템 동바리 해체를 위해 상부수평재 핀을 망치로 하여 제거 중 밟고 있던 하단의 수평재 핀이 풀리면서 수평재가 탈락'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",시스템동바리 설치 및 해체 방법 교육과정의 관리감독 강화와 점검.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '32℃', '-'입니다. 인적사고 '화상'이고, 물적사고'없음' 입니다. 공사종류 대분류 '토목', 중분류 '상하수도' 공사 중 공종 대분류 '토목', 중분류 '가설공사' 작업에서 사고객체 '기타'(중분류: '지하매설물')와 관련된 사고가 발생했습니다. 작업 프로세스는 '굴착작업'이며, 장소는 '하수도 / 내부', 부위는 '지하매설물 / 지하' 입니다. 사고 원인은 '인덕 소구경 추진 구간 강관 파이프(D400mm) 용접 작업을 위한 강관 파이프 고정 철물을 제거하기 위해 추진구 내부로 내려놓고 외부의 산소와 가스 밸브를 개방함 내부의 토치의 조절밸브가 닫혀있지 않고 열려있는 상태였으며 이를 모른 작업자가 토치에 불을 붙이던 중 추진구 내부에 차 있던 가스로 안해 발화가 되어 사고가 발생'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",공사 중 가스탐지기와 송풍기 설치를 통한 유사 사례 방지 조치.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '33℃', '지상 4층, 지하 1층'입니다. 인적사고 '물체에 맞음'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '가설공사' 작업에서 사고객체 '가시설'(중분류: '잭서포트')와 관련된 사고가 발생했습니다. 작업 프로세스는 '설치작업'이며, 장소는 '업무시설 / 내부', 부위는 '잭서포트 / 바닥' 입니다. 사고 원인은 '작업허가서, TBM, 작업계획서 등 위험정보가 제공되지 않은 상황에서 작업 중 구름방지 장치 미사용으로 잭서포트가 굴러떨어지며 피재자의 발등을 찍음'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","관리감독자 상주 및 TBM, 작업허가 등 위험정보 제공의 확인."
