question,answer
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '31℃', '지상 43층, 지하 3층'입니다. 인적사고 '넘어짐(기타)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '건축물 부대공사' 작업에서 사고객체 '건설공구'(중분류: '사다리')와 관련된 사고가 발생했습니다. 작업 프로세스는 '기타'이며, 장소는 '공동주택 / 106동 B3F E/V PIT', 부위는 '사다리 / 좌측 발등 4번째 발가락 골절' 입니다. 사고 원인은 '2023년 7월 26일 수요일 오후 15시경 106동 2호라인 B3F 엘리베이트 피트에서 양수기를 회수하고 피트에서 나오기 위해 사다리를 이용하여 승강 중 미끄러져 좌측 발등 4번째 발가락 골절됨'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",젖은발로 이동 시 미끄러짐에 유의하도록 교육하는 재발 방지 대책 및 향후 조치 계획.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '30℃', '지상 20층, 지하 1층'입니다. 인적사고 '넘어짐(미끄러짐)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '미장공사' 작업에서 사고객체 '건설자재'(중분류: '자재')와 관련된 사고가 발생했습니다. 작업 프로세스는 '정리작업'이며, 장소는 '업무시설 / 내부', 부위는 '자재 / 바닥' 입니다. 사고 원인은 '층간소음단열재 자재를 정리하던중 바닥청소 미흡으로 인한 발이 미끄러져 넘어짐'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","작업 뒤 바닥 정리와 청소를 철저히 하여 부상 방지를 위한 조치 계획으로 부상의 경과를 입원 중에 관찰한 후, 부상자가 산재를 원할 경우 산재 처리 예정."
"사고인지 시간 '정규작업 -'이고, 날씨 '흐림' 일 때 기온 '314℃', '지상 3층, 지하 1층'입니다. 인적사고 '질병'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '지붕 및 홈통공사' 작업에서 사고객체 '질병'(중분류: '질병')와 관련된 사고가 발생했습니다. 작업 프로세스는 '설치작업'이며, 장소는 '공장 / 외부', 부위는 '질병 / 작업 중 쓰러짐' 입니다. 사고 원인은 '작업 중 쓰러짐(질병-혈압약 6개월 복용중, 혈압 147~77측정)'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",업무상재해가 아닌 질병으로 인한 사망에 대한 재발 방지 대책과 향후 조치 계획.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '29℃', '지상 28층, 지하 1층'입니다. 인적사고 '넘어짐(미끄러짐)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '기계설비', 중분류 '가설공사' 작업에서 사고객체 '가시설'(중분류: '작업발판')와 관련된 사고가 발생했습니다. 작업 프로세스는 '운반작업'이며, 장소는 '공동주택 / 내부', 부위는 '작업발판 / 상부(위)' 입니다. 사고 원인은 '개구부 발판 고정 미흡, 작업지휘자 부재, 주변을 살피지 못한 물안전한 작업'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",개구부 발판 고정 철저에 대한 재발 방지 대책과 향후 조치 계획.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '30℃', '지상 27층, 지하 5층'입니다. 인적사고 '끼임'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '건설기계'(중분류: '타워크레인')와 관련된 사고가 발생했습니다. 작업 프로세스는 '양중작업'이며, 장소는 '공동주택 / 인접주변', 부위는 '타워크레인 / 하부(아래)' 입니다. 사고 원인은 '타워크레인을 이요한 철근 양중 작업 후 슬링벨트 가상승하는 과정에서 유도로프가 하역한 철근에 튕기면서 손가락이 감김'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",신호수 대상 정기 줄걸이 교육과 현장 자체 워크샵 실시.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '25℃', '-'입니다. 인적사고 '물체에 맞음'이고, 물적사고'없음' 입니다. 공사종류 대분류 '토목', 중분류 '철도' 공사 중 공종 대분류 '토목', 중분류 '철도 및 궤도공사' 작업에서 사고객체 '토사 및 암반'(중분류: '부석')와 관련된 사고가 발생했습니다. 작업 프로세스는 '굴착작업'이며, 장소는 '지하철 / 외부', 부위는 '부석 / 지하' 입니다. 사고 원인은 '암 버력 인양 작업장 주변 정리정돈 및 걸릴 요인 제거 확인 미흡으로 인해 클램셸에 끼어 있던 부석이 약 40m 높이에서 낙하하여 발생한 사고임'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","작업환경 개선을 통한 클램셸에 끼인 부석 제거 철저와 작업 전 교육 강화, 현장 순찰 및 안전점검 시 관리감독 철저 이행."
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '30℃', '지상 3층, 지하 0층'입니다. 인적사고 '기타'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '가설공사' 작업에서 사고객체 '기타'(중분류: '기타')와 관련된 사고가 발생했습니다. 작업 프로세스는 '이동'이며, 장소는 '공장 / 내부', 부위는 '기타 / 하부(아래)' 입니다. 사고 원인은 '작업발판 단차에 경고표시 미실시로 근로자 시인성 미확보'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",작업발판 단차부 시인성 확보를 위한 적색 표시와 사고 재발 방지를 위한 안전교육 실시.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '28℃', '-'입니다. 인적사고 '넘어짐(기타)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '토목', 중분류 '항만' 공사 중 공종 대분류 '토목', 중분류 '가설공사' 작업에서 사고객체 '토사 및 암반'(중분류: '지반')와 관련된 사고가 발생했습니다. 작업 프로세스는 '이동'이며, 장소는 '기타 / 작업장 경계부위', 부위는 '지반 / 바닥' 입니다. 사고 원인은 '가설휀스 설치를 위한 천공 작업으로 발생한 부상토 정리를 위해 이동중 발을 헛디뎌 넘어짐'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","1차 장비 이용 부상토 제거, 보도 외측과 작업장 내측 각각 청소 인원 추가 배치, 작업장 바닥 미끄럼에 대한 특별 교육 실시."
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '32℃', '지상 39층, 지하 2층'입니다. 인적사고 '물체에 맞음'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '조적공사' 작업에서 사고객체 '가시설'(중분류: '기타 가시설')와 관련된 사고가 발생했습니다. 작업 프로세스는 '해체작업'이며, 장소는 '공동주택 / 내부', 부위는 '기타 가시설 / 바닥' 입니다. 사고 원인은 '이동식틀비계 해체작업을 위해 이동 중 수직틀비계과 가새 연결부위가 풀리면서 수직틀비계에 왼쪽 다리를 맞음'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",이동식틀비계의 연결부위를 철선 등으로 보완 작업하여 탈락되지 않은 것을 확인 후 이동하는 조치.
"사고인지 시간 '정규작업 -'이고, 날씨 '흐림' 일 때 기온 '28℃', '지상 8층, 지하 1층'입니다. 인적사고 '넘어짐(미끄러짐)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '부재'(중분류: '슬래브')와 관련된 사고가 발생했습니다. 작업 프로세스는 '운반작업'이며, 장소는 '수련시설 / 내부', 부위는 '슬래브 / 바닥' 입니다. 사고 원인은 '슬라브 단차이(12cm)로 발을 헛딛어 넘어짐 발생'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",안전교육 및 단차이 발생부위에 안전표지판 설치.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '26℃', '지상 20층, 지하 2층'입니다. 인적사고 '기타'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '수장공사' 작업에서 사고객체 '건설공구'(중분류: '공구류')와 관련된 사고가 발생했습니다. 작업 프로세스는 '형틀 및 목공'이며, 장소는 '공장 / 내부', 부위는 '공구류 / 내부' 입니다. 사고 원인은 '광주 북구 첨단2지구 지식산업센터 신축공사 중 좌측 눈꺼풀 안구의 관통창'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",에어타카 등 타정총기 사용 시 작업방향 근로자 출입 통제 실시와 보안경 등 보호구 착용 철저.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '28℃', '지상 12층, 지하 0층'입니다. 인적사고 '떨어짐(2미터 이상 ~ 3미터 미만)'이고, 물적사고'낙하' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '기계설비', 중분류 '기계설비공사' 작업에서 사고객체 '기타'(중분류: '기타')와 관련된 사고가 발생했습니다. 작업 프로세스는 '거치작업'이며, 장소는 '자동차 관련시설 / 내부', 부위는 '기타 / 고소' 입니다. 사고 원인은 '작업순서 미준수, 작업방법 불량, 개인보호구 착용불량'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","작업순서 및 작업방법에 대한 교육 실시와 해당 사고내용의 위험성 평가 반영 후 근로자 교육 실시, 2023년 7월 24일 부분공사 중지 명령, 안전점검 실시 및 각종 시설물 재정비를 통한 사고 원인 및 피해 대책 마련 지시 후 2023년 7월 31일 공사 중지 명령 해제."
"사고인지 시간 '정규작업 -'이고, 날씨 '흐림' 일 때 기온 '28℃', '지상 49층, 지하 5층'입니다. 인적사고 '넘어짐(기타)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '기타'(중분류: '기타')와 관련된 사고가 발생했습니다. 작업 프로세스는 '설치작업'이며, 장소는 '공동주택 / 내부', 부위는 '기타 / 지하' 입니다. 사고 원인은 '기초철근 상부 실족방지망의 겹침부위중 일부가 들뜸'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",실족방지망의 겹침부위가 들뜨지 않도록 결속 관리 및 지속적인 유지 관리.
"사고인지 시간 '정규작업 -'이고, 날씨 '흐림' 일 때 기온 '26℃', '-'입니다. 인적사고 '절단, 베임'이고, 물적사고'없음' 입니다. 공사종류 대분류 '조경', 중분류 '숲' 공사 중 공종 대분류 '건축', 중분류 '조경공사' 작업에서 사고객체 '건설공구'(중분류: '공구류')와 관련된 사고가 발생했습니다. 작업 프로세스는 '절단작업'이며, 장소는 '/ 외부', 부위는 '공구류 / 앞' 입니다. 사고 원인은 '작업환경 조건 불량, 글라인드 방호덮개 미설치'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","위험공구 사용 제한, 방호덮개 착용 강조, 불안전한 자세에서 사용하지 않도록 교육 실시"
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '23℃', '지상 19층, 지하 3층'입니다. 인적사고 '절단, 베임'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '기타'(중분류: '기타')와 관련된 사고가 발생했습니다. 작업 프로세스는 '설치작업'이며, 장소는 '업무시설 / 내부', 부위는 '기타 / 바닥' 입니다. 사고 원인은 '재해자 본인의 부주의로 인한 베임'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","날접총예방장치 부착작업 및 임의탈착 금지교육 실시, 팔등보호구 착용, 보조손잡이 설치."
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '30℃', '지상 29층, 지하 4층'입니다. 인적사고 '교통사고'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '기타'(중분류: '기타')와 관련된 사고가 발생했습니다. 작업 프로세스는 '기타'이며, 장소는 '공동주택 / 외부', 부위는 '기타 / 현장앞 외부도로' 입니다. 사고 원인은 '스쿠터 운전자(현장 외부인) 부주의 : 횡단보도 앞 일시정지 미실시.근로자(재해자) 부주의 : 신호 업무중 후방주의를 하지않고 뒷걸음질.'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","신호수 업무 시 주의사항과 특별안전교육 실시, 관리자 및 근로자 대상 재해 재발 방지 협의체 회의 및 신호수 업무 관련 근로자 특별안전보건교육 실시."
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '30℃', '-'입니다. 인적사고 '기타'이고, 물적사고'없음' 입니다. 공사종류 대분류 '토목', 중분류 '도로' 공사 중 공종 대분류 '토목', 중분류 '도로 및 포장공사' 작업에서 사고객체 '건설기계'(중분류: '덤프트럭')와 관련된 사고가 발생했습니다. 작업 프로세스는 '운반작업'이며, 장소는 '도로 / 영종아스콘', 부위는 '덤프트럭 / 덤프트럭 하차중 발목접질림' 입니다. 사고 원인은 '아스콘 상차를 위한 덤프트럭 하차중 발목 접질림'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",작업자 덤프트럭 상하차 중 발목 접질림 예방을 위한 교육 실시 및 안전 교육 철저 시행.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '28℃', '지상 18층, 지하 1층'입니다. 인적사고 '절단, 베임'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '수장공사' 작업에서 사고객체 '건설공구'(중분류: '공구류')와 관련된 사고가 발생했습니다. 작업 프로세스는 '절단작업'이며, 장소는 '공동주택 / 내부', 부위는 '공구류 / 상부(위)' 입니다. 사고 원인은 '작업순서 미준수, 작업 전 공도구 점검 미흡'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","고속정단기 사용 시 작업 전 안전장치 작동점검 실시, 공구의 전원을 끈 상태에서 전원연결, 작업순서 및 방법 준수, 작업장 주변 조도 확보, 면장갑 착용 금지와 특별안전교육 실시."
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '30℃', '지상 15층, 지하 1층'입니다. 인적사고 '끼임'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '건설공구'(중분류: '공구류')와 관련된 사고가 발생했습니다. 작업 프로세스는 '형틀 및 목공'이며, 장소는 '업무시설 / 외부', 부위는 '공구류 / 바닥' 입니다. 사고 원인은 '전동드릴로 유로폼 타공 작업 도중 계속 타공지점이 미끄러져서 고정시키기 위해 왼손으로 받치는 도중 장갑이 말려들어가며 사고 발생'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","회전체 공구 사용 시 장갑을 벗고 수평 상태를 확인한 후 작업을 실시하며, 보 내부에서 타공 시 짧은 비트를 사용하여 미끄럼 및 말림 위험을 방지하고 안전 교육을 실시하는 조치."
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '22℃', '-'입니다. 인적사고 '교통사고'이고, 물적사고'전도' 입니다. 공사종류 대분류 '토목', 중분류 '기타' 공사 중 공종 대분류 '토목', 중분류 '토공사' 작업에서 사고객체 '건설기계'(중분류: '덤프트럭')와 관련된 사고가 발생했습니다. 작업 프로세스는 '이동'이며, 장소는 '부지조성 / 내부', 부위는 '덤프트럭 / 옆' 입니다. 사고 원인은 '노면 불량'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",작업 전 공사구역 지반상태 확인 및 재발방지대책 이행 지시.
"사고인지 시간 '출ㆍ퇴근 등 -'이고, 날씨 '맑음' 일 때 기온 '24℃', '-'입니다. 인적사고 '교통사고'이고, 물적사고'전도' 입니다. 공사종류 대분류 '토목', 중분류 '상하수도' 공사 중 공종 대분류 '토목', 중분류 '관공사' 작업에서 사고객체 '토사 및 암반'(중분류: '지반')와 관련된 사고가 발생했습니다. 작업 프로세스는 '기타'이며, 장소는 '하수도 / 외부', 부위는 '지반 / 바닥' 입니다. 사고 원인은 '아스콘 당일 납품 불가로 당일 굴착구간 되메우기 후 부직포 설치하였으나 차량 통행으로 인해 침하가 발생하였고 기존 도로와 단차로 인해 오토바이 통행중 넘어짐 사고'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",침하 구간 재복구와 굴착 구간 아스팔트 임시 포장 실시 및 사고자 상태 지속적 확인.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '30℃', '지상 15층, 지하 2층'입니다. 인적사고 '깔림'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '기타'(중분류: '기타')와 관련된 사고가 발생했습니다. 작업 프로세스는 '해체작업'이며, 장소는 '업무시설 / 내부', 부위는 '기타 / 왼쪽발바닥' 입니다. 사고 원인은 '해체 작업중 안전발판이 기울어져 미끄러져서 골절상 입음.'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",안전발판의 고정 및 보강조치 진행.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '23℃', '지상 19층, 지하 3층'입니다. 인적사고 '물체에 맞음'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '기타'(중분류: '기타')와 관련된 사고가 발생했습니다. 작업 프로세스는 '운반작업'이며, 장소는 '업무시설 / 내부', 부위는 '기타 / 바닥' 입니다. 사고 원인은 '협소한 작업공간에서의 밀집작업'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",협소한 작업공간에서 밀집작업 금지 조치.
"사고인지 시간 '정규작업 -'이고, 날씨 '흐림' 일 때 기온 '30℃', '-'입니다. 인적사고 '화상'이고, 물적사고'없음' 입니다. 공사종류 대분류 '토목', 중분류 '상하수도' 공사 중 공종 대분류 '토목', 중분류 '관공사' 작업에서 사고객체 '시설물'(중분류: '위험물저장탱크')와 관련된 사고가 발생했습니다. 작업 프로세스는 '굴착작업'이며, 장소는 '상수도 / 약품저장탱크', 부위는 '위험물저장탱크 / 상부(위)' 입니다. 사고 원인은 '약품저장탱크의 약품(수산화나트륨)누출여부 사전인지 부족, 전날 우수에의한 빗물로 오인하여 피부접촉됨.'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","약품저장탱크의 위험물 상태 확인과 전 근로자의 위험물 위치, 종류, 상태, 인체 위험도 인지 및 취급 주의 교육 실시와 함께 위험물 취급 안전 교육, 현장 MSDS 교육, 위험물 안내 표시 설치가 포함된 조치 계획."
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '27℃', '지상 12층, 지하 2층'입니다. 인적사고 '떨어짐(10미터 이상)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '토목', 중분류 '철근콘크리트공사' 작업에서 사고객체 '가시설'(중분류: '특수거푸집(갱폼 등)')와 관련된 사고가 발생했습니다. 작업 프로세스는 '해체작업'이며, 장소는 '공장 / 내부', 부위는 '특수거푸집(갱폼 등) / 갱퐁 해체 중 추락' 입니다. 사고 원인은 '안전대를 안전장치에 고정하지 않고 갱폼해체 작업 진행'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",안전페트롤 운영과 안전시설물 보강을 통한 재발 방지 대책 및 공사중지와 사고원인 결과에 따른 행정조치가 포함된 향후 조치 계획.
"사고인지 시간 '정규작업 -'이고, 날씨 '흐림' 일 때 기온 '33℃', '지상 10층, 지하 2층'입니다. 인적사고 '물체에 맞음'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '가시설'(중분류: '거푸집')와 관련된 사고가 발생했습니다. 작업 프로세스는 '조립작업'이며, 장소는 '공장 / 내부', 부위는 '거푸집 / 지하1층 13구간' 입니다. 사고 원인은 '작업자의 불안전한 행동'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","거푸집 조립 시 바닥에 내려놓고 조립하며, 재발 방지 대책 회의 후 근로자 교육 및 현장 관리 실시."
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '27℃', '-'입니다. 인적사고 '넘어짐(물체에 걸림)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '토목', 중분류 '도로' 공사 중 공종 대분류 '토목', 중분류 '도로 및 포장공사' 작업에서 사고객체 '기타'(중분류: '기타')와 관련된 사고가 발생했습니다. 작업 프로세스는 '운반작업'이며, 장소는 '도로 / 내부', 부위는 '기타 / 바닥' 입니다. 사고 원인은 '돌부리에 걸려 넘어짐'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",현장 내 위험물 점검과 현장 환경 개선을 통한 재발 방지 대책.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '26℃', '-'입니다. 인적사고 '물체에 맞음'이고, 물적사고'없음' 입니다. 공사종류 대분류 '토목', 중분류 '상하수도' 공사 중 공종 대분류 '토목', 중분류 '토공사' 작업에서 사고객체 '건설기계'(중분류: '굴착기')와 관련된 사고가 발생했습니다. 작업 프로세스는 '굴착작업'이며, 장소는 '하수도 / 관로굴착', 부위는 '굴착기 / 굴삭기 버킷' 입니다. 사고 원인은 '갓길에 굴삭기 버킷을 놓아 터파기 부위로 떨어져 부상자 발생'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",작업자 및 건설기계 운전자의 안전예방교육 실시와 1차 통원치료 및 2차 재진 후 인대봉합수술 시행.
"사고인지 시간 '정규작업 -'이고, 날씨 '흐림' 일 때 기온 '30℃', '지상 20층, 지하 2층'입니다. 인적사고 '물체에 맞음'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '가시설'(중분류: '거푸집')와 관련된 사고가 발생했습니다. 작업 프로세스는 '기타'이며, 장소는 '공동주택 / 내부', 부위는 '거푸집 / 하부(아래)' 입니다. 사고 원인은 '천정면보수 작업중 자재인양구구간에 설치된 알폼을 임의로 제거하다 알폼이 낙하'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",당일 작업에 대한 사전위험성평가 실시와 사전위험요소 제거.
"사고인지 시간 '정규작업 -'이고, 날씨 '흐림' 일 때 기온 '26℃', '-'입니다. 인적사고 '부딪힘'이고, 물적사고'없음' 입니다. 공사종류 대분류 '토목', 중분류 '항만' 공사 중 공종 대분류 '토목', 중분류 '항만공사' 작업에서 사고객체 '건설자재'(중분류: '자재')와 관련된 사고가 발생했습니다. 작업 프로세스는 '운반작업'이며, 장소는 '계류시설 / 인접주변', 부위는 '자재 / 바닥' 입니다. 사고 원인은 '리어카로 운반하기에 부적절한 자재를 운반하였고, 운반자재를 결속하지 않고 걸쳐서 운반하였으며, 리어카를 끌지 않고 밀어 이동함에 따라 발생한 부딪힘 사고임.'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","길이가 긴 부재의 운반 시 장비 사용 또는 2인 1조 인력 운반, 리어카 사용 시 위험요인 발굴 및 위험성 평가 반영, 근로자 전파 교육 실시, 위험성 평가 이행 실태 점검 강화, 리어카 사용 수칙 준수 및 위험성 평가 이행 실태 점검 강화, 목적 외 사용 금지 관리 철저."
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '28℃', '지상 2층, 지하 1층'입니다. 인적사고 '떨어짐(3미터 이상 ~ 5미터 미만)'이고, 물적사고'낙하' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '건설기계'(중분류: '기중기(이동식크레인 등)')와 관련된 사고가 발생했습니다. 작업 프로세스는 '준비작업'이며, 장소는 '교육연구시설 / 내부', 부위는 '기중기(이동식크레인 등) / 바닥' 입니다. 사고 원인은 '25톤 이동식 크레인이 거푸집 한 파레트(약 1.8톤)을 이동하다 운전 미숙으로 시공중인 거푸집과 충돌'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",기계 운전자 교육을 포함한 재발 방지 대책과 향후 조치 계획.
"사고인지 시간 '정규작업 -'이고, 날씨 '강우' 일 때 기온 '25℃', '지상 15층, 지하 0층'입니다. 인적사고 '절단, 베임'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '기타', 중분류 '기타' 작업에서 사고객체 '기타'(중분류: '건설폐기물')와 관련된 사고가 발생했습니다. 작업 프로세스는 '운반작업'이며, 장소는 '공동주택 / 내부', 부위는 '건설폐기물 / 옆' 입니다. 사고 원인은 '유리 폐기물과 콘크리트 폐기물 동시 하역 작업 중 콘크리트 폐기물 충격으로 유리 깨짐과 동시에 파편 발생'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","동종사고 발생 방지를 위한 기술적, 교육적, 관리적 대책 수립 및 실시."
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '25℃', '지상 20층, 지하 2층'입니다. 인적사고 '물체에 맞음'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '해체 및 철거공사' 작업에서 사고객체 '건설공구'(중분류: '공구류')와 관련된 사고가 발생했습니다. 작업 프로세스는 '해체작업'이며, 장소는 '공동주택 / 내부', 부위는 '공구류 / 바닥' 입니다. 사고 원인은 '107동 지하2층 자재인양구 시스템비계에서 해체작업 중 들고 있던 건설공구(노루발못뽑이)를 놓쳐서 왼쪽 발등에 찍힌 사고'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","말비계를 사용하여 노루발못뽑이 길이를 줄이고, 작업 해당 공종에 적합한 건설공구 사용 및 교육을 실시하여 안전위험요소를 사전 예방하는 조치."
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '26℃', '지상 11층, 지하 5층'입니다. 인적사고 '넘어짐(기타)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철골공사' 작업에서 사고객체 '건설자재'(중분류: '자재')와 관련된 사고가 발생했습니다. 작업 프로세스는 '타설작업'이며, 장소는 '업무시설 / 내부', 부위는 '자재 / 바닥' 입니다. 사고 원인은 '장철근 단독으로 운반하였고 작업자 통행로 미설치로 데크 상부 이동 중 돌출부에 걸려 넘어짐'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",장철근 운반 시 2인 1조 작업과 데크 슬래브 상부 작업자 통행로 설치.
